Tenure,MonthlyCharge,StreamingMovies,StreamingTV,Contract_Two Year,Contract_One year,Multiple,InternetService_Fiber Optic,Item4,Phone,PaymentMethod_Credit Card (automatic),Churn
7.816831,182.4433,1,0,False,False,1,False,4,0,True,1
58.09895,139.9349,0,1,False,True,0,False,5,1,False,0
64.67686,204.9634,0,1,False,True,1,True,6,1,False,0
49.01677,119.9897,0,1,True,False,0,False,2,1,False,0
1.715329149,169.992756,0,0,False,False,1,True,4,0,False,0
10.269,242.6326,1,1,True,False,1,True,3,1,False,0
47.43916,129.9483,0,1,False,False,0,False,5,1,False,0
8.294910436,182.460772,1,0,False,False,0,True,2,1,True,1
12.3548,222.6281,1,1,False,False,0,False,4,1,False,1
69.35043,157.4836,0,0,False,False,1,True,4,1,False,0
68.65945,172.4404,0,1,False,False,1,False,3,1,False,0
52.98326,114.9658,1,0,False,False,0,False,3,1,False,0
46.30752,127.475,1,0,False,False,0,False,3,1,False,0
58.34548,154.9919,1,0,False,False,0,False,3,1,False,0
1.350108155,127.506726,0,0,False,True,0,False,5,1,False,0
6.766267697,207.638588,1,1,False,False,1,False,4,0,True,1
7.698157,177.4945,0,1,False,True,1,False,2,1,False,1
17.80378998,129.962093,0,1,False,False,0,False,3,1,False,0
2.108436,172.4733,0,1,False,False,1,False,3,1,False,1
40.8394,119.9568,0,1,True,False,0,False,2,1,True,0
3.613493,222.6281,1,1,True,False,0,False,4,1,False,1
70.44254,232.6228,1,1,False,True,0,True,3,1,False,0
65.28923,127.4783,0,0,True,False,1,False,2,1,False,0
63.42517,117.4835,1,0,False,False,0,False,3,1,False,0
43.46156,182.4833,0,0,False,False,1,True,4,0,False,0
64.50684,149.9621,0,1,False,False,0,True,4,1,False,0
22.25746016,184.964681,1,0,False,False,0,True,2,1,False,1
11.08287797,230.105118,1,1,True,False,0,True,5,0,True,0
63.64621,169.9378,1,0,False,False,0,True,4,1,False,0
64.11078,139.9512,1,0,False,True,0,False,1,1,True,0
12.13508874,142.515576,1,0,True,False,0,False,4,1,False,0
14.98166868,242.61428,1,1,False,False,0,True,5,1,True,1
21.13118502,184.979684,1,0,False,False,1,False,4,1,False,1
44.72714,164.9647,1,0,True,False,0,False,3,1,False,0
5.695207,139.965,1,0,False,False,0,False,4,1,False,1
18.8572,137.4684,0,1,True,False,1,False,3,1,True,0
8.584144,112.4844,0,0,True,False,1,False,5,1,False,0
55.49261,230.1344,1,1,False,False,1,False,3,1,False,1
16.52138638,105.010962,0,0,False,False,0,False,5,1,True,0
37.45999,210.1051,1,1,False,False,0,False,3,1,False,1
14.29414,242.6326,1,1,True,False,1,True,4,1,False,1
17.52138221,92.455141,0,0,False,False,0,False,3,1,False,0
1.235589507,127.506726,0,0,False,False,0,False,3,1,False,0
14.91353,174.991,0,1,False,False,1,False,4,1,False,1
9.086633107,159.965008,1,0,False,True,0,True,3,1,False,0
11.4255,192.4404,0,1,False,False,1,True,3,1,False,1
70.52836,210.1518,1,1,False,False,0,False,5,1,False,0
70.69523,144.9889,0,1,False,True,0,False,5,1,False,0
8.713385365,232.641455,1,1,False,False,0,True,4,1,False,1
2.327566,187.4974,1,0,True,False,1,False,3,1,False,1
5.461422,149.9741,0,0,False,False,1,False,4,1,False,1
49.18219,222.6609,1,1,False,False,0,False,3,1,False,1
54.23273,252.624,1,1,False,False,1,True,6,1,False,1
29.10639477,127.458638,0,1,False,False,0,False,5,1,False,0
8.574964,169.9447,0,1,False,True,1,True,3,1,True,0
63.66258,235.1372,1,1,True,False,0,False,3,1,False,0
9.388962,107.482,0,0,False,False,0,False,1,0,False,0
40.46026,169.9378,1,0,False,False,0,True,4,1,False,0
70.37667,210.127,1,1,True,False,0,True,4,1,False,0
6.577552683,192.470522,1,0,True,False,1,True,4,1,True,1
43.5663,142.4713,0,1,False,False,0,False,3,1,False,0
24.77634001,204.963371,0,1,False,True,1,True,3,1,False,0
64.62103,227.4754,1,0,False,False,1,True,3,1,False,0
6.585140105,120.003499,0,1,False,False,0,False,4,1,True,0
3.999030359,210.156274,1,1,False,True,1,False,4,1,True,0
56.70254,275.1336,1,1,True,False,1,True,3,1,False,0
7.602068,124.9935,0,0,False,True,1,False,4,1,False,0
12.52485764,232.637807,1,1,True,False,1,False,4,1,True,1
67.20585,152.4441,0,1,True,False,0,False,2,1,True,0
61.83307,277.6513,1,1,False,True,1,True,3,1,True,0
20.5032,182.4608,1,0,False,True,0,True,5,1,True,0
5.321365,157.4698,0,0,False,False,1,True,3,1,False,0
1.726822,152.4624,0,1,False,False,1,False,4,1,False,1
60.89236,152.4579,0,1,False,False,0,False,5,1,False,0
46.91449,149.989,1,0,False,False,1,False,3,1,False,0
2.407697,137.4392,0,1,False,True,0,True,5,1,True,0
7.25493599,270.160419,1,1,True,False,1,False,3,1,False,1
5.877819,140.0013,0,0,False,False,1,False,3,1,True,1
64.28075,127.475,1,0,False,True,0,False,4,1,False,0
6.998814446,182.467607,0,1,False,True,1,True,5,1,False,0
71.20362,117.5152,0,0,False,False,0,False,3,1,False,0
14.26615817,127.473844,0,0,False,False,0,False,1,1,False,1
54.26571,164.9785,1,0,False,False,0,False,3,1,False,0
2.198687,172.4624,0,1,False,False,1,True,4,1,False,0
65.55327,152.4798,0,1,False,True,0,True,3,1,True,0
4.343093,139.9349,0,1,True,False,0,False,4,1,False,0
16.41429,140.0342,0,0,False,True,1,False,4,1,False,0
9.573255,169.9741,0,0,False,False,1,True,2,1,False,0
3.30098,114.9658,1,0,False,True,0,False,4,1,True,0
68.59815,214.9525,1,0,False,False,1,True,3,1,False,0
62.43504,92.45514,0,0,False,True,0,False,5,1,False,0
49.88118,124.9935,0,0,False,False,1,False,4,1,False,0
3.847102787,149.992756,0,0,False,False,1,False,6,1,False,1
1.815836226,179.947583,1,0,False,True,1,True,4,1,False,0
47.96511,117.5152,0,0,False,False,0,False,2,1,False,0
52.11755,252.6378,1,1,False,False,1,True,3,1,False,0
13.59261,210.1518,1,1,False,True,0,False,4,1,False,0
6.343374736,245.145743,1,1,False,False,0,True,4,0,False,1
16.19111,240.1149,1,1,True,False,1,True,3,1,True,0
2.888303,134.9509,0,0,True,False,0,True,4,1,False,0
10.32752,214.9663,1,0,False,False,1,True,4,1,False,0
63.72204,162.4713,0,1,False,True,0,True,4,1,False,0
11.00718,172.4579,0,1,False,False,0,True,4,1,False,1
4.078283,112.4551,0,0,True,False,0,True,2,1,True,0
5.257695,204.9634,0,1,False,False,1,True,3,1,True,1
59.97805,169.9447,0,1,True,False,1,True,3,0,False,0
53.32394,114.9509,0,0,False,True,0,False,4,1,False,0
61.37365,114.9509,0,0,False,True,0,False,2,1,False,0
37.04844,129.9621,0,1,True,False,0,False,5,1,False,0
69.59341,117.4392,0,1,False,False,0,False,3,1,False,0
62.19865,127.4586,0,1,False,True,0,False,4,1,False,0
48.76309,129.9926,1,0,False,False,0,False,4,1,False,1
58.58252,157.4836,0,0,True,False,1,True,5,0,True,0
2.437089876,139.934918,0,1,False,False,0,False,3,1,False,1
66.50393,222.6281,1,1,False,False,0,False,2,1,False,1
65.32158,137.4392,0,1,True,False,0,True,3,1,True,0
64.42046,147.4564,0,0,False,False,1,False,3,1,False,0
61.72165,204.9634,0,1,True,False,1,True,3,1,False,0
56.19138,184.9496,0,1,False,False,1,False,2,1,False,0
67.11808,117.4872,0,0,True,False,0,False,3,0,False,0
14.5875554,182.460772,1,0,False,False,0,True,2,0,False,1
70.32404,104.9643,0,0,False,False,0,False,4,1,False,0
10.12123118,162.482694,1,0,False,False,0,True,4,1,False,1
1.481306,207.6094,1,1,False,False,0,True,3,1,False,1
3.662342,112.4551,0,0,False,True,0,True,3,1,False,0
15.64596698,240.114868,1,1,False,False,1,True,3,1,False,1
8.944195,174.991,0,1,False,False,1,False,5,1,False,1
15.02077659,127.495766,0,0,False,False,0,True,2,1,False,0
14.23594392,169.944668,0,1,True,False,1,True,3,1,False,0
54.38925,174.9755,0,1,True,False,0,True,3,1,False,0
64.49513,152.4579,0,1,False,False,0,False,4,1,False,0
2.981008475,159.951231,1,0,True,False,0,True,4,1,False,0
20.3759,149.9707,1,0,False,True,0,False,4,1,False,0
58.40532,142.5007,0,0,True,False,0,False,2,1,False,0
14.87053577,137.469817,0,0,False,False,1,False,6,1,True,0
70.35146,114.9728,0,0,False,False,0,True,2,1,False,0
7.336939062,137.439154,0,1,False,True,0,True,3,0,False,0
61.10961,194.9663,1,0,False,False,1,False,5,1,False,0
50.09713,174.9699,1,0,False,False,0,False,4,1,False,0
8.752114,147.4738,0,0,True,False,0,True,4,1,False,0
2.958575,162.4827,1,0,False,False,0,True,5,1,False,1
31.79027,255.1198,1,1,True,False,1,False,4,1,False,1
62.79035,127.5067,0,0,False,False,0,False,5,1,False,0
62.76356,124.9781,0,0,False,False,0,True,4,1,True,0
3.080084,79.97886,0,0,False,False,0,False,2,1,True,0
9.648973,169.9447,0,1,False,False,1,True,3,1,False,1
48.56433,194.9525,1,0,True,False,1,False,3,1,False,0
44.47594,209.9931,1,0,True,False,1,False,3,1,False,0
67.18331,125.0073,0,0,True,False,1,False,5,1,False,0
63.3194,164.9715,0,1,False,False,1,False,4,1,False,0
15.54170472,162.467607,0,1,False,True,1,False,4,1,False,0
55.83128,207.6386,1,1,False,True,1,False,3,1,True,0
56.31481,255.1372,1,1,False,False,0,True,4,1,False,1
55.75053,194.9699,1,0,True,False,0,True,5,1,False,0
63.1308,204.9496,0,1,False,False,1,True,5,1,False,0
2.654262,192.4404,0,1,False,False,1,True,2,1,True,0
51.40304,162.447,1,0,False,True,0,False,5,1,False,0
64.17032,162.4526,0,1,False,True,0,True,5,1,False,0
7.890442,164.9715,0,1,False,False,1,False,4,1,False,1
9.510993751,167.456419,0,0,False,True,1,True,4,1,False,0
4.741795,207.4974,1,0,False,False,1,True,3,1,False,1
8.093081,129.9483,0,1,False,False,0,False,3,1,True,1
7.735821,194.9699,1,0,False,False,0,True,4,1,True,0
2.061636,172.4742,1,0,False,False,0,True,3,1,False,1
2.849622074,194.976769,0,1,False,False,1,True,2,0,True,0
2.731606393,157.469817,0,0,False,False,1,True,4,1,False,0
50.34057,182.4762,1,0,False,False,1,False,5,1,False,0
66.31705,147.4601,0,0,False,False,0,True,3,0,False,0
21.42226,139.9875,0,0,False,True,1,False,3,1,False,0
65.49323,149.9378,1,0,True,False,0,False,6,1,True,0
4.055418,149.9928,0,0,False,True,1,False,4,1,False,0
69.29855,192.4885,0,0,True,False,1,True,3,1,False,0
71.46108,190.1737,1,1,False,False,0,False,5,1,False,0
1.399445,159.9794,0,0,False,True,1,False,2,1,False,1
56.24027,162.4526,0,1,False,False,0,True,3,1,False,0
8.249941923,112.484375,0,0,True,False,1,False,4,1,True,0
7.820202,230.1344,1,1,False,False,1,False,1,1,False,1
58.31897,150.0208,0,0,False,False,1,False,4,1,False,0
6.864699,162.4653,1,0,False,True,1,False,4,1,True,0
58.96403,172.4567,1,0,False,False,1,False,3,1,False,0
11.84721,172.4624,0,1,False,True,1,True,4,1,False,0
65.24225,124.9607,0,0,True,False,1,False,3,1,False,0
4.860645308,172.503404,1,0,False,False,1,False,3,1,False,1
10.377366,245.174977,1,1,False,False,1,False,2,1,False,1
58.8745,175.1331,1,1,False,True,0,False,4,1,True,0
3.736763788,172.484753,1,0,False,False,1,False,2,1,False,1
68.82747,182.4538,0,1,False,True,1,True,6,1,False,0
4.816947,149.9621,0,1,False,False,0,True,4,1,True,0
56.20378,112.4844,0,0,True,False,1,False,3,1,False,0
7.019257,182.4608,1,0,False,False,0,True,3,1,False,1
10.99657,162.4653,1,0,True,False,1,False,5,1,False,0
14.12424,149.9845,1,0,True,False,0,False,3,1,False,0
70.23581,159.9476,1,0,False,True,1,False,3,0,False,0
47.4558,159.9642,0,1,False,False,1,False,1,1,False,0
59.11522,139.9875,0,0,False,True,1,False,2,1,False,0
50.46018,177.4876,1,0,False,False,0,False,2,1,True,0
64.87596,240.1149,1,1,False,True,1,True,3,1,True,0
66.10268,184.9634,0,1,False,False,1,False,4,1,False,0
1.364515,149.9447,0,1,True,False,1,False,4,0,False,1
65.27324,252.6378,1,1,True,False,1,True,3,1,False,0
71.61852,132.466,0,1,False,False,0,False,6,0,True,0
58.80144,159.9794,0,0,False,False,1,False,4,1,False,0
58.3401,172.4624,0,1,True,False,1,True,3,1,False,0
68.37019,267.6427,1,1,False,False,1,False,5,1,False,1
69.44118,179.9476,1,0,False,False,1,True,4,1,False,0
11.34954445,142.500692,0,0,False,False,0,False,3,1,False,1
6.137692,139.9792,1,0,False,False,0,False,4,1,False,0
13.25623,127.4421,1,0,False,False,0,False,5,1,False,0
16.15713,169.9378,1,0,True,False,0,True,4,1,True,0
48.06765,129.9483,0,1,False,False,0,False,5,1,False,0
16.88185,162.4608,1,0,True,False,0,False,6,1,False,0
9.85591776,169.944668,0,1,False,False,1,True,4,1,False,1
49.11678,204.9634,0,1,False,False,1,True,3,1,False,0
17.58224,197.4876,1,0,False,True,0,True,3,1,False,0
71.51635,172.4567,1,0,False,True,1,False,4,1,False,0
9.878308737,162.460772,1,0,False,False,0,False,3,1,True,1
5.755833887,95.019486,0,0,False,False,0,False,5,0,False,0
58.99154,172.4885,0,0,False,True,1,False,4,1,False,0
58.77002,242.6281,1,1,False,False,0,True,6,0,False,0
19.70229,247.6647,1,1,True,False,1,False,3,0,False,1
54.51932,179.9476,1,0,True,False,1,True,4,1,False,0
1.74299,104.9629,0,1,False,False,0,False,2,1,False,0
2.395742,129.9621,0,1,False,True,0,False,2,0,True,1
47.94936,179.9794,0,0,False,False,1,True,3,1,False,0
10.28653,267.6647,1,1,True,False,1,True,3,1,False,1
63.97947,190.127,1,1,True,False,0,False,5,1,False,0
4.370713,220.1185,1,1,False,False,0,True,3,1,False,1
10.27819073,175.006206,0,0,False,False,1,False,5,1,True,1
2.62036784,159.965008,1,0,False,True,0,True,6,1,False,0
56.736,139.9512,1,0,False,True,0,False,2,1,False,0
47.20955,232.6415,1,1,False,False,0,True,4,1,True,0
10.27733324,270.160419,1,1,False,False,1,False,4,1,False,1
14.10183,237.6549,1,1,False,True,0,False,3,1,False,1
58.57249,112.4844,0,0,False,False,1,False,4,1,True,0
7.413447,257.6549,1,1,False,False,0,True,3,1,False,1
2.246214,182.4608,1,0,False,False,0,True,3,0,False,1
68.7146,139.9816,0,1,False,True,0,False,3,1,True,0
23.44153546,127.481989,0,0,False,True,0,True,4,1,False,0
49.74162,255.1372,1,1,False,True,0,True,5,1,False,0
14.46037646,139.95684,0,1,True,False,0,True,4,1,True,0
15.71358455,115.002061,0,0,False,False,1,False,4,1,False,0
15.68627,114.9658,1,0,True,False,0,False,5,1,True,0
53.4946,175.0062,0,0,False,True,1,False,5,1,False,0
54.09544,242.6435,1,1,False,False,1,False,3,1,False,0
12.73622643,137.497825,0,0,False,True,1,False,2,1,False,0
59.52044,167.4847,0,1,False,False,0,False,4,1,False,0
24.77325806,179.947583,1,0,False,False,1,True,5,1,False,0
12.57563,124.9781,0,0,False,False,0,True,6,1,False,0
67.77122,137.4392,0,1,False,False,0,True,4,1,False,0
2.905283283,102.474625,0,0,False,False,0,False,5,1,True,0
2.206152519,127.495766,0,0,False,True,0,True,4,1,False,0
40.77723,142.5007,0,0,True,False,0,False,4,1,False,0
61.17571,220.1615,1,1,False,False,1,False,2,1,False,1
4.991605214,212.669463,1,1,False,False,0,False,4,1,False,1
65.0829,174.9755,0,1,True,False,0,True,3,1,False,0
60.31971,149.9598,1,0,False,False,0,True,2,0,False,0
57.48138,147.4783,0,0,False,True,1,True,2,1,False,0
1.789830613,204.963371,0,1,False,False,1,True,4,0,False,0
68.6663,194.9768,0,1,False,False,1,True,4,1,False,0
44.58913,222.65,1,1,False,False,0,True,3,1,True,0
70.38624,187.6094,1,1,False,False,0,False,2,1,False,0
61.74103,149.9621,0,1,True,False,0,True,3,1,False,0
70.31022,162.5299,0,0,True,False,1,False,4,0,False,0
10.52104,220.1149,1,1,False,True,1,False,2,1,True,1
2.010353461,169.992756,0,0,False,False,1,True,5,0,False,1
7.809364,152.4624,0,1,True,False,1,False,3,1,False,0
1.047382039,144.960655,0,0,False,True,1,True,5,1,True,0
61.0911,147.4564,0,0,False,True,1,False,4,1,False,0
7.349883172,127.511223,0,0,False,True,1,False,2,0,False,0
20.83084927,207.609354,1,1,False,False,0,True,4,1,True,1
2.320115,139.9512,1,0,False,True,0,False,5,1,False,0
67.93803,245.147,1,1,False,False,1,False,3,1,False,1
67.62049,149.9707,1,0,True,False,0,False,3,1,False,0
64.1621,252.6378,1,1,True,False,1,True,4,0,False,0
6.971589,210.1518,1,1,False,False,0,False,4,1,False,1
2.65459,202.4433,1,0,False,False,1,True,5,1,False,1
7.976237,242.6326,1,1,False,False,1,True,3,1,False,1
10.83268,149.9776,0,1,False,False,1,False,5,1,False,1
62.90882,245.1457,1,1,False,False,0,True,5,1,False,0
13.3771743,139.95684,0,1,False,False,0,True,3,1,True,0
60.93197,245.1283,1,1,False,False,1,False,5,1,False,1
11.12611,147.4738,0,0,False,False,0,True,3,1,False,0
53.77815,132.4798,0,1,True,False,0,False,4,1,False,0
21.50913,207.4811,0,1,False,False,1,True,3,0,False,1
1.75453,220.1323,1,1,False,True,0,True,3,1,False,1
13.92306,159.9476,1,0,False,False,1,False,4,1,False,1
31.32024,107.4806,0,1,False,False,0,False,2,1,False,0
58.86685,182.4608,1,0,True,False,0,True,3,1,False,0
12.02106494,195.006206,0,0,False,False,1,True,3,1,False,1
14.34935,187.656,1,1,False,False,0,False,4,1,False,1
11.42705,184.967,0,1,False,False,0,True,3,1,False,1
51.0221,175.1331,1,1,False,False,0,False,4,1,False,0
48.79391,139.965,1,0,True,False,0,False,2,1,False,0
58.76049,159.9942,1,0,False,True,1,False,3,1,False,0
69.24438,140.0049,0,0,False,False,0,True,4,1,False,0
11.96274778,119.95684,0,1,False,False,0,False,4,1,False,0
5.679237,204.9797,1,0,False,False,1,True,3,1,False,1
52.9247,127.4783,0,0,False,True,1,False,2,1,False,0
8.681614,245.1457,1,1,False,True,0,True,2,1,True,0
46.88518,127.5112,0,0,False,False,1,False,6,1,False,0
57.29968,167.4564,0,0,False,True,1,True,4,1,False,0
24.3036064,194.958118,0,1,True,False,1,True,3,1,False,0
9.102322,169.9741,0,0,False,False,1,True,4,1,False,0
1.14113241,252.62403,1,1,False,True,1,True,1,1,False,1
9.309073,127.4783,0,0,False,True,1,False,3,1,False,0
69.38285,290.1604,1,1,False,False,1,True,4,1,False,0
53.9154,139.9512,1,0,False,True,0,False,4,1,False,0
68.41538,117.4392,0,1,False,False,0,False,4,1,False,0
6.832965812,184.949594,0,1,False,True,1,False,3,1,False,0
68.14733,129.9598,1,0,False,False,0,False,3,1,True,0
47.42715,144.9607,0,0,False,False,1,True,2,1,False,0
10.06945,194.9699,1,0,False,False,0,True,5,1,False,1
64.11549,152.4441,0,1,False,False,0,False,3,0,False,0
6.23273,172.4441,0,1,False,False,0,True,4,1,False,1
17.27999,257.6549,1,1,False,False,0,True,3,1,False,1
68.62845,92.45514,0,0,False,True,0,False,5,1,False,0
11.21368,242.6573,1,1,False,False,1,False,3,1,False,1
9.907505405,117.485813,0,1,False,False,0,False,4,0,False,0
70.50947,124.9643,0,0,False,False,0,True,2,1,True,0
3.890319,149.9928,0,0,False,False,1,False,3,0,False,1
63.14574,127.4887,1,0,False,False,0,False,4,1,True,0
20.00794461,147.503078,0,0,True,False,1,False,3,1,False,0
5.397827503,200.132293,1,1,False,False,0,False,3,1,False,1
59.29981,240.1149,1,1,False,True,1,True,4,1,True,0
4.109741,137.4836,0,0,False,True,1,False,3,1,False,0
15.21980082,202.649979,1,1,False,False,0,False,4,0,False,1
43.55176,204.9634,0,1,True,False,1,True,3,0,True,0
4.054345,149.9778,0,0,True,False,0,True,4,1,False,0
1.375013189,134.950905,0,0,False,False,0,True,4,0,False,0
12.68609343,162.45383,0,1,False,False,1,False,2,1,False,1
8.390283,124.9643,0,0,True,False,0,True,4,1,False,0
30.7698,117.4835,1,0,False,False,0,False,6,1,False,0
53.90195,92.45514,0,0,False,False,0,False,3,1,False,0
6.398242,197.4702,1,0,False,False,1,False,3,1,True,1
9.526371,139.9816,0,1,False,False,0,False,5,1,False,1
17.56356483,240.114868,1,1,False,True,1,True,3,0,False,0
4.606587,220.1185,1,1,False,False,0,True,3,1,True,1
10.6052,162.497,0,0,False,True,1,False,3,0,False,0
65.4294,172.5034,1,0,False,False,1,False,2,1,False,0
67.97118,134.9801,0,0,False,True,1,False,5,1,False,0
24.19132114,242.61428,1,1,False,False,0,True,4,1,False,1
69.91537,222.6326,1,1,True,False,1,False,4,1,True,0
6.403857,235.1372,1,1,False,False,0,False,4,1,False,1
44.81075,162.4653,1,0,True,False,1,False,3,0,False,0
7.832238337,169.992756,0,0,False,False,1,True,4,1,True,0
12.61694943,112.455141,0,0,True,False,0,True,3,1,False,0
60.54294,137.4616,1,0,False,False,0,False,5,1,False,0
9.217596711,184.978458,1,0,False,True,0,True,4,0,False,0
1.440416687,207.638588,1,1,False,False,1,False,2,1,False,1
4.570915,197.4725,0,1,False,True,1,False,1,0,True,0
47.62011,162.4713,0,1,False,False,0,True,4,1,False,0
10.4983,154.9919,1,0,False,True,0,False,5,1,False,0
38.85837,127.4738,0,0,False,False,0,False,4,1,False,0
60.49154,190.127,1,1,True,False,0,False,5,1,False,0
5.045543619,220.114868,1,1,False,False,1,False,3,1,False,1
20.84965,242.6326,1,1,False,False,1,True,5,1,False,1
61.41519,204.9496,0,1,False,False,1,True,5,1,False,0
14.83659,222.6143,1,1,False,True,0,False,3,1,False,0
14.65682,120.0035,0,1,False,False,0,False,4,1,False,0
71.31402,190.1737,1,1,True,False,0,False,3,1,False,0
53.84369,159.9512,1,0,False,False,0,True,4,1,True,0
52.76082,230.1344,1,1,False,True,1,False,3,1,True,0
5.315954,232.652,1,1,False,False,1,False,4,1,False,1
6.617173,159.983,0,0,True,False,0,True,3,1,False,0
22.39935475,169.937833,1,0,False,False,0,True,3,1,False,0
67.33169,152.4624,0,1,False,False,1,False,5,1,True,0
8.882682,172.4705,1,0,True,False,1,False,3,1,False,1
2.856149,94.97283,0,0,False,False,0,False,5,0,True,0
60.24089,127.4421,1,0,False,False,0,False,3,1,True,0
66.2073,220.1615,1,1,False,False,1,False,5,1,True,0
66.31286,220.1149,1,1,False,True,1,False,4,1,False,0
7.649477,194.9699,1,0,True,False,0,True,4,0,False,0
67.53496,222.6143,1,1,False,False,0,False,2,1,False,0
63.60301,215.1591,1,1,False,False,0,False,3,1,False,0
4.153793775,242.610632,1,1,False,False,1,False,4,1,False,1
65.36086,169.9447,0,1,False,False,1,True,3,1,False,0
13.85765,242.6281,1,1,False,False,0,True,2,1,True,1
7.890163,210.127,1,1,False,False,0,True,5,1,False,1
71.03326,169.9378,1,0,False,False,0,True,4,1,True,0
36.05704,235.1591,1,1,False,False,0,True,4,1,False,1
66.68688,242.6143,1,1,False,False,0,True,4,0,True,1
11.76248,237.6549,1,1,False,False,0,False,5,1,False,1
7.897660605,137.439154,0,1,False,False,0,True,3,1,False,0
19.48900163,172.462354,0,1,False,True,1,True,5,1,False,0
66.67798,262.6106,1,1,True,False,1,True,2,1,False,0
9.832835,152.5104,0,0,False,False,1,False,2,0,False,0
18.98342,179.9476,1,0,False,False,1,True,4,1,False,1
6.564797,257.6513,1,1,True,False,1,False,3,1,False,1
67.07059,194.9699,1,0,True,False,0,True,3,1,False,0
67.76235,114.9658,1,0,False,False,0,False,3,1,False,0
7.03957,204.9634,0,1,True,False,1,True,4,1,False,0
5.614074,127.4421,1,0,False,True,0,False,2,0,False,0
13.22141934,192.456745,1,0,False,False,1,True,3,1,True,0
71.3386,117.4835,1,0,False,False,0,False,3,1,False,0
61.32409,159.9642,0,1,False,False,1,False,6,1,False,0
44.83431,172.4871,0,1,True,False,1,False,4,0,False,0
62.09703,159.9942,1,0,False,False,1,False,4,1,True,0
13.00557,94.97283,0,0,False,False,0,False,4,1,True,0
48.56111,179.9794,0,0,False,False,1,True,3,1,True,0
60.5753,149.9928,0,0,True,False,1,False,4,1,False,0
6.28842083,169.944668,0,1,False,False,1,True,4,1,False,1
57.18462,162.5119,1,0,False,True,1,False,3,1,False,0
5.306649,182.4608,1,0,False,False,0,True,4,1,False,1
57.44563,154.9618,0,1,False,False,0,False,5,1,False,0
57.48285,212.6695,1,1,False,False,0,False,1,1,False,0
